"State","District","Crop","Season","Area-2023-24","Production-2023-24","Yield-2023-24"
"Assam","Udalguri","Nutri/Coarse Cereals","Kharif","0.02","0.01","710.00"
"Assam","Udalguri","Nutri/Coarse Cereals","Rabi","0.02","0.01","784.00"
"Assam","Udalguri","Nutri/Coarse Cereals","Total","0.04","0.03","745.00"
"Assam","Udalguri","Cereals","Kharif","0.77","1.68","2170.00"
"Assam","Udalguri","Cereals","Rabi","0.02","0.01","800.00"
"Assam","Udalguri","Cereals","Summer","0.11","0.28","2441.00"
"Assam","Udalguri","Cereals","Total","0.90","1.97","2177.00"
"Assam","Udalguri","Tur","Kharif","0.00","0.00","480.00"
"Assam","Udalguri","Tur","Total","0.00","0.00","480.00"
"Assam","Udalguri","Gram","Rabi","0.00","0.00","983.00"
"Assam","Udalguri","Gram","Total","0.00","0.00","983.00"
"Assam","Udalguri","Urad","Kharif","0.00","0.00","493.00"
"Assam","Udalguri","Urad","Rabi","0.00","0.00","496.00"
"Assam","Udalguri","Urad","Summer","0.00","0.00","703.00"
"Assam","Udalguri","Urad","Total","0.01","0.00","551.00"
"Assam","Udalguri","Moong","Rabi","0.00","0.00","465.00"
"Assam","Udalguri","Moong","Summer","0.00","0.00","483.00"
"Assam","Udalguri","Moong","Total","0.00","0.00","473.00"
"Assam","Udalguri","Lentil","Rabi","0.00","0.00","823.00"
"Assam","Udalguri","Lentil","Total","0.00","0.00","823.00"
"Assam","Udalguri","Other Pulses","Rabi","0.01","0.02","1183.00"
"Assam","Udalguri","Other Pulses","Total","0.01","0.02","1183.00"
"Assam","Udalguri","Total Pulses","Total","0.03","0.02","865.00"
"Assam","Udalguri","Total Food Grains","Kharif","0.78","1.68","2159.00"
"Assam","Udalguri","Total Food Grains","Rabi","0.04","0.03","903.00"
"Assam","Udalguri","Total Food Grains","Summer","0.12","0.28","2398.00"
"Assam","Udalguri","Total Food Grains","Total","0.93","1.99","2138.00"
"Assam","West Karbi Anglong","Rice","Kharif","0.55","1.14","2081.00"
"Assam","West Karbi Anglong","Rice","Summer","0.03","0.07","2516.00"
"Assam","West Karbi Anglong","Rice","Total","0.57","1.21","2101.00"
"Assam","West Karbi Anglong","Wheat","Rabi","0.00","0.01","1434.00"
"Assam","West Karbi Anglong","Wheat","Total","0.00","0.01","1434.00"
"Assam","West Karbi Anglong","Maize","Kharif","0.02","0.04","2255.00"
"Assam","West Karbi Anglong","Maize","Rabi","0.01","0.02","2105.00"
"Assam","West Karbi Anglong","Maize","Total","0.03","0.06","2204.00"
"Assam","West Karbi Anglong","Ragi","Kharif","0.00","0.00","1050.00"
"Assam","West Karbi Anglong","Ragi","Total","0.00","0.00","1050.00"
"Assam","West Karbi Anglong","Small Millets","Kharif","0.00","0.00","993.00"
"Assam","West Karbi Anglong","Small Millets","Total","0.00","0.00","993.00"
"Assam","West Karbi Anglong","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","1001.00"
"Assam","West Karbi Anglong","Shree Anna /Nutri Cereals","Total","0.00","0.00","1001.00"
"Assam","West Karbi Anglong","Nutri/Coarse Cereals","Kharif","0.02","0.05","2064.00"
"Assam","West Karbi Anglong","Nutri/Coarse Cereals","Rabi","0.01","0.02","2105.00"
"Assam","West Karbi Anglong","Nutri/Coarse Cereals","Total","0.03","0.07","2076.00"
"Assam","West Karbi Anglong","Cereals","Kharif","0.57","1.19","2080.00"
"Assam","West Karbi Anglong","Cereals","Rabi","0.01","0.03","1912.00"
"Assam","West Karbi Anglong","Cereals","Summer","0.03","0.07","2516.00"
"Assam","West Karbi Anglong","Cereals","Total","0.61","1.28","2095.00"
"Assam","West Karbi Anglong","Tur","Kharif","0.01","0.00","766.00"
"Assam","West Karbi Anglong","Tur","Total","0.01","0.00","766.00"
"Assam","West Karbi Anglong","Gram","Rabi","0.00","0.00","700.00"
"Assam","West Karbi Anglong","Gram","Total","0.00","0.00","700.00"
"Assam","West Karbi Anglong","Urad","Kharif","0.00","0.00","658.00"
"Assam","West Karbi Anglong","Urad","Rabi","0.00","0.00","662.00"
"Assam","West Karbi Anglong","Urad","Summer","0.00","0.00","900.00"
"Assam","West Karbi Anglong","Urad","Total","0.01","0.01","723.00"
"Assam","West Karbi Anglong","Moong","Rabi","0.01","0.01","693.00"
"Assam","West Karbi Anglong","Moong","Summer","0.00","0.00","815.00"
"Assam","West Karbi Anglong","Moong","Total","0.01","0.01","705.00"
"Assam","West Karbi Anglong","Lentil","Rabi","0.00","0.00","650.00"
"Assam","West Karbi Anglong","Lentil","Total","0.00","0.00","650.00"
"Assam","West Karbi Anglong","Other Pulses","Rabi","0.00","0.00","624.00"
"Assam","West Karbi Anglong","Other Pulses","Total","0.00","0.00","624.00"
"Assam","West Karbi Anglong","Total Pulses","Total","0.04","0.03","705.00"
"Assam","West Karbi Anglong","Total Food Grains","Kharif","0.58","1.19","2056.00"
"Assam","West Karbi Anglong","Total Food Grains","Rabi","0.04","0.04","1138.00"
"Assam","West Karbi Anglong","Total Food Grains","Summer","0.03","0.07","2298.00"
"Assam","West Karbi Anglong","Total Food Grains","Total","0.65","1.30","2017.00"
"Bihar","Araria","Rice","Kharif","0.28","0.63","2207.00"
"Bihar","Araria","Rice","Summer","0.07","0.18","2536.00"
"Bihar","Araria","Rice","Total","0.36","0.81","2273.00"
"Bihar","Araria","Wheat","Rabi","0.17","0.45","2708.00"
"Bihar","Araria","Wheat","Total","0.17","0.45","2708.00"
"Bihar","Araria","Maize","Rabi","1.05","8.60","8200.00"
"Bihar","Araria","Maize","Total","1.05","8.60","8200.00"
"Bihar","Araria","Barley","Rabi","0.00","0.00","1641.00"
"Bihar","Araria","Barley","Total","0.00","0.00","1641.00"
"Bihar","Araria","Nutri/Coarse Cereals","Rabi","1.05","8.60","8200.00"
"Bihar","Araria","Nutri/Coarse Cereals","Total","1.05","8.60","8200.00"
"Bihar","Araria","Cereals","Kharif","0.28","0.63","2207.00"
"Bihar","Araria","Cereals","Rabi","1.22","9.05","7444.00"
"Bihar","Araria","Cereals","Summer","0.07","0.18","2536.00"
"Bihar","Araria","Cereals","Total","1.57","9.86","6273.00"
"Bihar","Araria","Gram","Rabi","0.00","0.00","974.00"
"Bihar","Araria","Gram","Total","0.00","0.00","974.00"
"Bihar","Araria","Moong","Summer","0.05","0.03","539.00"
"Bihar","Araria","Moong","Total","0.05","0.03","539.00"
"Bihar","Araria","Lentil","Rabi","0.00","0.00","874.00"
"Bihar","Araria","Lentil","Total","0.00","0.00","874.00"
"Bihar","Araria","Other Pulses","Rabi","0.00","0.00","1005.00"
"Bihar","Araria","Other Pulses","Total","0.00","0.00","1005.00"
"Bihar","Araria","Total Pulses","Total","0.06","0.03","556.00"
"Bihar","Araria","Total Food Grains","Kharif","0.28","0.63","2207.00"
"Bihar","Araria","Total Food Grains","Rabi","1.22","9.05","7429.00"
"Bihar","Araria","Total Food Grains","Summer","0.12","0.21","1684.00"
"Bihar","Araria","Total Food Grains","Total","1.63","9.89","6076.00"
"Bihar","Arwal","Rice","Kharif","0.19","0.61","3279.00"
"Bihar","Arwal","Rice","Total","0.19","0.61","3279.00"
"Bihar","Arwal","Wheat","Rabi","0.09","0.27","2906.00"
"Bihar","Arwal","Wheat","Total","0.09","0.27","2906.00"
"Bihar","Arwal","Maize","Rabi","0.00","0.00","7262.00"
"Bihar","Arwal","Maize","Summer","0.00","0.00","5969.00"
"Bihar","Arwal","Maize","Total","0.00","0.00","6417.00"
"Bihar","Arwal","Barley","Rabi","0.00","0.00","1975.00"
"Bihar","Arwal","Barley","Total","0.00","0.00","1975.00"
"Bihar","Arwal","Ragi","Kharif","0.00","0.00","872.00"
"Bihar","Arwal","Ragi","Total","0.00","0.00","872.00"
"Bihar","Arwal","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","872.00"
"Bihar","Arwal","Shree Anna /Nutri Cereals","Total","0.00","0.00","872.00"
"Bihar","Arwal","Nutri/Coarse Cereals","Kharif","0.00","0.00","872.00"
"Bihar","Arwal","Nutri/Coarse Cereals","Rabi","0.00","0.00","3206.00"
"Bihar","Arwal","Nutri/Coarse Cereals","Summer","0.00","0.00","5969.00"
"Bihar","Arwal","Nutri/Coarse Cereals","Total","0.00","0.00","4018.00"
"Bihar","Arwal","Cereals","Kharif","0.19","0.61","3279.00"
"Bihar","Arwal","Cereals","Rabi","0.09","0.27","2908.00"
"Bihar","Arwal","Cereals","Summer","0.00","0.00","5969.00"
"Bihar","Arwal","Cereals","Total","0.28","0.88","3159.00"
"Bihar","Arwal","Tur","Kharif","0.00","0.00","1289.00"
"Bihar","Arwal","Tur","Total","0.00","0.00","1289.00"
"Bihar","Arwal","Gram","Rabi","0.01","0.01","983.00"
"Bihar","Arwal","Gram","Total","0.01","0.01","983.00"
"Bihar","Arwal","Urad","Kharif","0.00","0.00","733.00"
"Bihar","Arwal","Urad","Total","0.00","0.00","733.00"
"Bihar","Arwal","Moong","Kharif","0.00","0.00","876.00"
"Bihar","Arwal","Moong","Summer","0.00","0.00","635.00"
"Bihar","Arwal","Moong","Total","0.00","0.00","664.00"
"Bihar","Arwal","Lentil","Rabi","0.02","0.02","948.00"
"Bihar","Arwal","Lentil","Total","0.02","0.02","948.00"
"Bihar","Arwal","Other Pulses","Kharif","0.00","0.00","946.00"
"Bihar","Arwal","Other Pulses","Rabi","0.00","0.00","896.00"
"Bihar","Arwal","Other Pulses","Total","0.00","0.00","896.00"
"Bihar","Arwal","Total Pulses","Total","0.04","0.03","945.00"
"Bihar","Arwal","Total Food Grains","Kharif","0.19","0.61","3272.00"
"Bihar","Arwal","Total Food Grains","Rabi","0.13","0.30","2377.00"
"Bihar","Arwal","Total Food Grains","Summer","0.00","0.00","2058.00"
"Bihar","Arwal","Total Food Grains","Total","0.32","0.92","2906.00"
"Bihar","Aurangabad","Rice","Kharif","1.45","4.60","3165.00"
"Bihar","Aurangabad","Rice","Total","1.45","4.60","3165.00"
"Bihar","Aurangabad","Wheat","Rabi","1.01","2.38","2361.00"
"Bihar","Aurangabad","Wheat","Total","1.01","2.38","2361.00"
"Bihar","Aurangabad","Barley","Rabi","0.00","0.00","1046.00"
"Bihar","Aurangabad","Barley","Total","0.00","0.00","1046.00"
"Bihar","Aurangabad","Nutri/Coarse Cereals","Rabi","0.00","0.00","1046.00"
"Bihar","Aurangabad","Nutri/Coarse Cereals","Total","0.00","0.00","1046.00"
"Bihar","Aurangabad","Cereals","Kharif","1.45","4.60","3165.00"
"Bihar","Aurangabad","Cereals","Rabi","1.01","2.39","2357.00"
"Bihar","Aurangabad","Cereals","Total","2.47","6.99","2834.00"
"Bihar","Aurangabad","Tur","Kharif","0.00","0.01","1598.00"
"Bihar","Aurangabad","Tur","Total","0.00","0.01","1598.00"
"Bihar","Aurangabad","Gram","Rabi","0.09","0.07","787.00"
"Bihar","Aurangabad","Gram","Total","0.09","0.07","787.00"
"Bihar","Aurangabad","Moong","Summer","0.00","0.00","635.00"
"Bihar","Aurangabad","Moong","Total","0.00","0.00","635.00"
"Bihar","Aurangabad","Lentil","Rabi","0.21","0.12","584.00"
"Bihar","Aurangabad","Lentil","Total","0.21","0.12","584.00"
"Bihar","Aurangabad","Other Pulses","Rabi","0.09","0.07","769.00"
"Bihar","Aurangabad","Other Pulses","Total","0.09","0.07","769.00"
"Bihar","Aurangabad","Total Pulses","Total","0.39","0.27","684.00"
"Bihar","Aurangabad","Total Food Grains","Kharif","1.46","4.61","3160.00"
"Bihar","Aurangabad","Total Food Grains","Rabi","1.40","2.64","1893.00"
"Bihar","Aurangabad","Total Food Grains","Summer","0.00","0.00","635.00"
"Bihar","Aurangabad","Total Food Grains","Total","2.86","7.26","2540.00"
"Bihar","Banka","Rice","Kharif","1.00","2.83","2831.00"
"Bihar","Banka","Rice","Total","1.00","2.83","2831.00"
"Bihar","Banka","Wheat","Rabi","0.19","0.47","2509.00"
"Bihar","Banka","Wheat","Total","0.19","0.47","2509.00"
"Bihar","Banka","Maize","Kharif","0.01","0.03","3873.00"
"Bihar","Banka","Maize","Rabi","0.01","0.05","4648.00"
"Bihar","Banka","Maize","Summer","0.01","0.07","4856.00"
"Bihar","Banka","Maize","Total","0.03","0.15","4578.00"
"Bihar","Banka","Barley","Rabi","0.00","0.00","1232.00"
"Bihar","Banka","Barley","Total","0.00","0.00","1232.00"
"Bihar","Banka","Nutri/Coarse Cereals","Kharif","0.01","0.03","3873.00"
"Bihar","Banka","Nutri/Coarse Cereals","Rabi","0.01","0.05","4481.00"
"Bihar","Banka","Nutri/Coarse Cereals","Summer","0.01","0.07","4856.00"
"Bihar","Banka","Nutri/Coarse Cereals","Total","0.03","0.15","4520.00"
"Bihar","Banka","Cereals","Kharif","1.01","2.86","2838.00"
"Bihar","Banka","Cereals","Rabi","0.20","0.53","2623.00"
"Bihar","Banka","Cereals","Summer","0.01","0.07","4856.00"
"Bihar","Banka","Cereals","Total","1.22","3.45","2826.00"
"Bihar","Banka","Tur","Kharif","0.01","0.01","1002.00"
"Bihar","Banka","Tur","Total","0.01","0.01","1002.00"
"Bihar","Banka","Gram","Rabi","0.02","0.02","714.00"
"Bihar","Banka","Gram","Total","0.02","0.02","714.00"
"Bihar","Banka","Moong","Kharif","0.01","0.00","668.00"
"Bihar","Banka","Moong","Summer","0.02","0.01","672.00"
"Bihar","Banka","Moong","Total","0.02","0.01","672.00"
"Bihar","Banka","Lentil","Rabi","0.01","0.01","494.00"
"Bihar","Banka","Lentil","Total","0.01","0.01","494.00"
"Bihar","Banka","Other Pulses","Kharif","0.01","0.01","783.00"
"Bihar","Banka","Other Pulses","Rabi","0.00","0.00","790.00"
"Bihar","Banka","Other Pulses","Total","0.01","0.01","784.00"
"Bihar","Banka","Total Pulses","Total","0.08","0.05","708.00"
"Bihar","Banka","Total Food Grains","Kharif","1.03","2.88","2790.00"
"Bihar","Banka","Total Food Grains","Rabi","0.24","0.55","2317.00"
"Bihar","Banka","Total Food Grains","Summer","0.03","0.08","2634.00"
"Bihar","Banka","Total Food Grains","Total","1.30","3.51","2700.00"
"Bihar","Begusarai","Rice","Kharif","0.12","0.34","2799.00"
"Bihar","Begusarai","Rice","Total","0.12","0.34","2799.00"
"Bihar","Begusarai","Wheat","Rabi","0.70","2.75","3936.00"
"Bihar","Begusarai","Wheat","Total","0.70","2.75","3936.00"
"Bihar","Begusarai","Maize","Kharif","0.37","0.84","2232.00"
"Bihar","Begusarai","Maize","Rabi","0.33","2.09","6357.00"
"Bihar","Begusarai","Maize","Summer","0.01","0.06","4171.00"
"Bihar","Begusarai","Maize","Total","0.72","2.98","4159.00"
"Bihar","Begusarai","Jowar","Kharif","0.00","0.00","1068.00"
"Bihar","Begusarai","Jowar","Total","0.00","0.00","1068.00"
"Bihar","Begusarai","Small Millets","Kharif","0.00","0.00","738.00"
"Bihar","Begusarai","Small Millets","Total","0.00","0.00","738.00"
"Bihar","Begusarai","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","1020.00"
"Bihar","Begusarai","Shree Anna /Nutri Cereals","Total","0.00","0.00","1020.00"
"Bihar","Begusarai","Nutri/Coarse Cereals","Kharif","0.38","0.84","2226.00"
"Bihar","Begusarai","Nutri/Coarse Cereals","Rabi","0.33","2.09","6357.00"
"Bihar","Begusarai","Nutri/Coarse Cereals","Summer","0.01","0.06","4171.00"
"Bihar","Begusarai","Nutri/Coarse Cereals","Total","0.72","2.98","4150.00"
"Bihar","Begusarai","Cereals","Kharif","0.50","1.18","2365.00"
"Bihar","Begusarai","Cereals","Rabi","1.03","4.83","4710.00"
"Bihar","Begusarai","Cereals","Summer","0.01","0.06","4171.00"
"Bihar","Begusarai","Cereals","Total","1.54","6.06","3947.00"
"Bihar","Begusarai","Tur","Kharif","0.00","0.00","1311.00"
"Bihar","Begusarai","Tur","Total","0.00","0.00","1311.00"
"Bihar","Begusarai","Gram","Rabi","0.00","0.00","869.00"
"Bihar","Begusarai","Gram","Total","0.00","0.00","869.00"
"Bihar","Begusarai","Urad","Kharif","0.00","0.00","1156.00"
"Bihar","Begusarai","Urad","Total","0.00","0.00","1156.00"
"Bihar","Begusarai","Moong","Kharif","0.00","0.00","1114.00"
"Bihar","Begusarai","Moong","Summer","0.00","0.00","648.00"
"Bihar","Begusarai","Moong","Total","0.00","0.00","765.00"
"Bihar","Begusarai","Lentil","Rabi","0.01","0.01","1286.00"
"Bihar","Begusarai","Lentil","Total","0.01","0.01","1286.00"
"Bihar","Begusarai","Other Pulses","Kharif","0.00","0.00","662.00"
"Bihar","Begusarai","Other Pulses","Rabi","0.01","0.02","1509.00"
"Bihar","Begusarai","Other Pulses","Total","0.01","0.02","1431.00"
"Bihar","Begusarai","Total Pulses","Total","0.03","0.04","1309.00"
"Bihar","Begusarai","Total Food Grains","Kharif","0.51","1.18","2346.00"
"Bihar","Begusarai","Total Food Grains","Rabi","1.05","4.86","4646.00"
"Bihar","Begusarai","Total Food Grains","Summer","0.01","0.06","3811.00"
"Bihar","Begusarai","Total Food Grains","Total","1.57","6.10","3897.00"
"Bihar","Bhagalpur","Rice","Kharif","0.22","0.58","2582.00"
"Bihar","Bhagalpur","Rice","Total","0.22","0.58","2582.00"
"Bihar","Bhagalpur","Wheat","Rabi","0.37","1.07","2880.00"
"Bihar","Bhagalpur","Wheat","Total","0.37","1.07","2880.00"
"Bihar","Bhagalpur","Maize","Kharif","0.46","1.03","2239.00"
"Bihar","Bhagalpur","Maize","Rabi","0.17","1.02","6103.00"
"Bihar","Bhagalpur","Maize","Summer","0.02","0.09","5189.00"
"Bihar","Bhagalpur","Maize","Total","0.64","2.14","3317.00"
"Bihar","Bhagalpur","Barley","Rabi","0.01","0.02","1232.00"
"Bihar","Bhagalpur","Barley","Total","0.01","0.02","1232.00"
"Bihar","Bhagalpur","Jowar","Kharif","0.00","0.00","1070.00"
"Bihar","Bhagalpur","Jowar","Total","0.00","0.00","1070.00"
"Bihar","Bhagalpur","Bajra","Kharif","0.00","0.00","1136.00"
"Bihar","Bhagalpur","Bajra","Total","0.00","0.00","1136.00"
"Bihar","Bhagalpur","Small Millets","Kharif","0.00","0.00","745.00"
"Bihar","Bhagalpur","Small Millets","Total","0.00","0.00","745.00"
"Bihar","Bhagalpur","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","796.00"
"Bihar","Bhagalpur","Shree Anna /Nutri Cereals","Total","0.00","0.00","796.00"
"Bihar","Bhagalpur","Nutri/Coarse Cereals","Kharif","0.46","1.03","2233.00"
"Bihar","Bhagalpur","Nutri/Coarse Cereals","Rabi","0.18","1.04","5740.00"
"Bihar","Bhagalpur","Nutri/Coarse Cereals","Summer","0.02","0.09","5189.00"
"Bihar","Bhagalpur","Nutri/Coarse Cereals","Total","0.66","2.16","3267.00"
"Bihar","Bhagalpur","Cereals","Kharif","0.69","1.61","2347.00"
"Bihar","Bhagalpur","Cereals","Rabi","0.55","2.11","3814.00"
"Bihar","Bhagalpur","Cereals","Summer","0.02","0.09","5189.00"
"Bihar","Bhagalpur","Cereals","Total","1.26","3.81","3030.00"
"Bihar","Bhagalpur","Tur","Kharif","0.00","0.00","1002.00"
"Bihar","Bhagalpur","Tur","Total","0.00","0.00","1002.00"
"Bihar","Bhagalpur","Gram","Rabi","0.02","0.01","728.00"
"Bihar","Bhagalpur","Gram","Total","0.02","0.01","728.00"
"Bihar","Bhagalpur","Urad","Kharif","0.00","0.00","910.00"
"Bihar","Bhagalpur","Urad","Total","0.00","0.00","910.00"
"Bihar","Bhagalpur","Moong","Summer","0.00","0.00","672.00"
"Bihar","Bhagalpur","Moong","Total","0.00","0.00","672.00"
"Bihar","Bhagalpur","Lentil","Rabi","0.03","0.02","636.00"
"Bihar","Bhagalpur","Lentil","Total","0.03","0.02","636.00"
"Bihar","Bhagalpur","Other Pulses","Kharif","0.03","0.02","910.00"
"Bihar","Bhagalpur","Other Pulses","Rabi","0.02","0.02","782.00"
"Bihar","Bhagalpur","Other Pulses","Total","0.05","0.04","850.00"
"Bihar","Bhagalpur","Total Pulses","Total","0.10","0.08","767.00"
"Bihar","Bhagalpur","Total Food Grains","Kharif","0.72","1.64","2286.00"
"Bihar","Bhagalpur","Total Food Grains","Rabi","0.62","2.16","3460.00"
"Bihar","Bhagalpur","Total Food Grains","Summer","0.02","0.09","5118.00"
"Bihar","Bhagalpur","Total Food Grains","Total","1.36","3.89","2861.00"
"Bihar","Bhojpur","Rice","Kharif","1.03","3.21","3131.00"
"Bihar","Bhojpur","Rice","Total","1.03","3.21","3131.00"
"Bihar","Bhojpur","Wheat","Rabi","1.13","3.79","3359.00"
"Bihar","Bhojpur","Wheat","Total","1.13","3.79","3359.00"
"Bihar","Bhojpur","Maize","Kharif","0.01","0.01","1258.00"
"Bihar","Bhojpur","Maize","Summer","0.00","0.00","3387.00"
"Bihar","Bhojpur","Maize","Total","0.01","0.01","1299.00"
"Bihar","Bhojpur","Barley","Rabi","0.01","0.01","1476.00"
"Bihar","Bhojpur","Barley","Total","0.01","0.01","1476.00"
"Bihar","Bhojpur","Jowar","Kharif","0.00","0.00","1087.00"
"Bihar","Bhojpur","Jowar","Total","0.00","0.00","1087.00"
"Bihar","Bhojpur","Bajra","Kharif","0.02","0.02","1140.00"
"Bihar","Bhojpur","Bajra","Total","0.02","0.02","1140.00"
"Bihar","Bhojpur","Shree Anna /Nutri Cereals","Kharif","0.02","0.02","1132.00"
"Bihar","Bhojpur","Shree Anna /Nutri Cereals","Total","0.02","0.02","1132.00"
"Bihar","Bhojpur","Nutri/Coarse Cereals","Kharif","0.02","0.03","1159.00"
"Bihar","Bhojpur","Nutri/Coarse Cereals","Rabi","0.01","0.01","1476.00"
"Bihar","Bhojpur","Nutri/Coarse Cereals","Summer","0.00","0.00","3387.00"
"Bihar","Bhojpur","Nutri/Coarse Cereals","Total","0.03","0.04","1237.00"
"Bihar","Bhojpur","Cereals","Kharif","1.05","3.24","3085.00"
"Bihar","Bhojpur","Cereals","Rabi","1.14","3.80","3348.00"
"Bihar","Bhojpur","Cereals","Summer","0.00","0.00","3387.00"
"Bihar","Bhojpur","Cereals","Total","2.19","7.05","3222.00"
"Bihar","Bhojpur","Tur","Kharif","0.00","0.00","1442.00"
"Bihar","Bhojpur","Tur","Total","0.00","0.00","1442.00"
"Bihar","Bhojpur","Gram","Rabi","0.04","0.05","1073.00"
"Bihar","Bhojpur","Gram","Total","0.04","0.05","1073.00"
"Bihar","Bhojpur","Moong","Kharif","0.00","",""
"Bihar","Bhojpur","Moong","Total","0.00","",""
"Bihar","Bhojpur","Lentil","Rabi","0.02","0.02","830.00"
"Bihar","Bhojpur","Lentil","Total","0.02","0.02","830.00"
"Bihar","Bhojpur","Other Pulses","Rabi","0.01","0.01","905.00"
"Bihar","Bhojpur","Other Pulses","Total","0.01","0.01","905.00"
"Bihar","Bhojpur","Total Pulses","Total","0.08","0.08","972.00"
"Bihar","Bhojpur","Total Food Grains","Kharif","1.05","3.24","3081.00"
"Bihar","Bhojpur","Total Food Grains","Rabi","1.22","3.88","3193.00"
"Bihar","Bhojpur","Total Food Grains","Summer","0.00","0.00","3387.00"
"Bihar","Bhojpur","Total Food Grains","Total","2.27","7.13","3141.00"
"Bihar","Buxar","Rice","Kharif","0.88","3.16","3570.00"
"Bihar","Buxar","Rice","Total","0.88","3.16","3570.00"
"Bihar","Buxar","Wheat","Rabi","0.91","2.82","3096.00"
"Bihar","Buxar","Wheat","Total","0.91","2.82","3096.00"
"Bihar","Buxar","Maize","Kharif","0.01","0.01","2356.00"
"Bihar","Buxar","Maize","Summer","0.00","0.00","5107.00"
"Bihar","Buxar","Maize","Total","0.01","0.02","2706.00"
"Bihar","Buxar","Barley","Rabi","0.01","0.02","1776.00"
"Bihar","Buxar","Barley","Total","0.01","0.02","1776.00"
"Bihar","Buxar","Jowar","Kharif","0.00","0.00","1067.00"
"Bihar","Buxar","Jowar","Total","0.00","0.00","1067.00"
"Bihar","Buxar","Bajra","Kharif","0.01","0.01","1140.00"
"Bihar","Buxar","Bajra","Total","0.01","0.01","1140.00"
"Bihar","Buxar","Small Millets","Kharif","0.00","0.00","738.00"
"Bihar","Buxar","Small Millets","Total","0.00","0.00","738.00"
"Bihar","Buxar","Shree Anna /Nutri Cereals","Kharif","0.02","0.02","1007.00"
"Bihar","Buxar","Shree Anna /Nutri Cereals","Total","0.02","0.02","1007.00"
"Bihar","Buxar","Nutri/Coarse Cereals","Kharif","0.02","0.03","1355.00"
"Bihar","Buxar","Nutri/Coarse Cereals","Rabi","0.01","0.02","1776.00"
"Bihar","Buxar","Nutri/Coarse Cereals","Summer","0.00","0.00","5107.00"
"Bihar","Buxar","Nutri/Coarse Cereals","Total","0.04","0.06","1602.00"
"Bihar","Buxar","Cereals","Kharif","0.91","3.19","3519.00"
"Bihar","Buxar","Cereals","Rabi","0.92","2.84","3076.00"
"Bihar","Buxar","Cereals","Summer","0.00","0.00","5107.00"
"Bihar","Buxar","Cereals","Total","1.83","6.03","3296.00"
"Bihar","Buxar","Tur","Kharif","0.00","0.00","1683.00"
"Bihar","Buxar","Tur","Total","0.00","0.00","1683.00"
"Bihar","Buxar","Gram","Rabi","0.02","0.02","1169.00"
"Bihar","Buxar","Gram","Total","0.02","0.02","1169.00"
"Bihar","Buxar","Moong","Summer","0.00","0.00","702.00"
"Bihar","Buxar","Moong","Total","0.00","0.00","702.00"
"Bihar","Buxar","Lentil","Rabi","0.03","0.02","645.00"
"Bihar","Buxar","Lentil","Total","0.03","0.02","645.00"
"Bihar","Buxar","Other Pulses","Kharif","0.00","0.00","754.00"
"Bihar","Buxar","Other Pulses","Rabi","0.01","0.01","1013.00"
"Bihar","Buxar","Other Pulses","Total","0.01","0.01","1008.00"
"Bihar","Buxar","Total Pulses","Total","0.06","0.06","911.00"
"Bihar","Buxar","Total Food Grains","Kharif","0.91","3.19","3517.00"
"Bihar","Buxar","Total Food Grains","Rabi","0.98","2.90","2943.00"
"Bihar","Buxar","Total Food Grains","Summer","0.00","0.00","4444.00"
"Bihar","Buxar","Total Food Grains","Total","1.89","6.09","3219.00"
"Bihar","Darbhanga","Rice","Kharif","0.96","1.94","2014.00"
"Bihar","Darbhanga","Rice","Summer","0.04","0.10","2665.00"
"Bihar","Darbhanga","Rice","Total","1.00","2.04","2038.00"
"Bihar","Darbhanga","Wheat","Rabi","0.65","2.00","3056.00"
"Bihar","Darbhanga","Wheat","Total","0.65","2.00","3056.00"
"Bihar","Darbhanga","Maize","Kharif","0.03","0.08","3192.00"
"Bihar","Darbhanga","Maize","Rabi","0.34","2.14","6305.00"
"Bihar","Darbhanga","Maize","Summer","0.03","0.14","4903.00"
"Bihar","Darbhanga","Maize","Total","0.39","2.36","6003.00"
"Bihar","Darbhanga","Barley","Rabi","0.00","0.01","1641.00"
"Bihar","Darbhanga","Barley","Total","0.00","0.01","1641.00"
"Bihar","Darbhanga","Ragi","Kharif","0.00","0.00","818.00"
"Bihar","Darbhanga","Ragi","Total","0.00","0.00","818.00"
"Bihar","Darbhanga","Small Millets","Kharif","0.00","0.00","1194.00"
"Bihar","Darbhanga","Small Millets","Total","0.00","0.00","1194.00"
"Bihar","Darbhanga","Shree Anna /Nutri Cereals","Kharif","0.00","0.00","820.00"
"Bihar","Darbhanga","Shree Anna /Nutri Cereals","Total","0.00","0.00","820.00"
"Bihar","Darbhanga","Nutri/Coarse Cereals","Kharif","0.03","0.08","2977.00"
"Bihar","Darbhanga","Nutri/Coarse Cereals","Rabi","0.34","2.14","6261.00"
"Bihar","Darbhanga","Nutri/Coarse Cereals","Summer","0.03","0.14","4903.00"
"Bihar","Darbhanga","Nutri/Coarse Cereals","Total","0.40","2.36","5935.00"
"Bihar","Darbhanga","Cereals","Kharif","0.99","2.02","2041.00"
"Bihar","Darbhanga","Cereals","Rabi","1.00","4.14","4158.00"
